Proclass,Supplier,Directorate,Cost Centre,Account Code,Transaction Date,Amount
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,520.85
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,680
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,636.62
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,618.26
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,826.85
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,520.4
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,614.48
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,772.55
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,1281.98
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,1356.66
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,515.04
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,604.18
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,845.83
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,1095.9
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,645.12
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,865
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,512.43
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,1002.21
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,1397.08
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,519.3
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,576.93
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,27/01/2021,752.1
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,27/01/2021,614.76
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,27/01/2021,860.16
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,687.42
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,912.68
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,713.23
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,538.62
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,604.18
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,576.53
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,680
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,636.62
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,1129.35
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,618.26
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,826.85
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,520.4
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,614.48
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,772.55
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,1281.98
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,1356.66
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,515.04
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,604.18
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,845.83
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,1095.9
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,645.12
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,865
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,512.43
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,1002.21
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,1397.08
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,519.3
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,576.93
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,20/01/2021,752.1
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,20/01/2021,614.76
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,20/01/2021,860.16
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,687.42
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,912.68
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,713.23
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,538.62
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,604.18
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,680
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,636.62
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,-1302.37
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,1172.13
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,618.26
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,826.85
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,520.4
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,614.48
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,772.55
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,1281.98
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,1356.66
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,515.04
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,604.18
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,845.83
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,1095.9
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,645.12
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,865
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,512.43
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,1002.21
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,1397.08
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,519.3
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,576.93
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,13/01/2021,752.1
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,13/01/2021,614.76
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,13/01/2021,860.16
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,687.42
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,912.68
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,713.23
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,538.62
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,604.18
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,-13681.34
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,680
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,636.62
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,1302.37
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,06/01/2021,618.26
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,826.85
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,06/01/2021,520.4
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,614.48
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,06/01/2021,772.55
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,06/01/2021,1281.98
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,06/01/2021,697.47
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,06/01/2021,1356.66
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,515.04
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,604.18
Foster Care,REDACTED PERSONAL DATA,People,Special Guardianship Payments,Services - Fees and Charges,06/01/2021,845.83
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,684.51
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,1095.9
Foster Care,REDACTED PERSONAL DATA,People,Internal Fostering Fees,Services - Fees and Charges,06/01/2021,645.12
Foster Care,REDACTED PERSONAL DATA,People,Adoption Allowances,Services - Fees and Charges,06/01/2021,865
