Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2,Description 3
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lanivet Community Primary School,1400,15/12/2020,92399845,TPP - Payments to Local Authorities,ESFA Grant: Pupil Premium (LAC), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,1935.87,09/12/2020,92396390,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MHR International UK Ltd,1300,02/12/2020,30846182,Services - General Licences,STS HR, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MHR International UK Ltd,4630,11/12/2020,30849995,Computing - Repair and Maint,"Applications S&M, Licensing", 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MHR International UK Ltd,4630,11/12/2020,30849996,Computing - Repair and Maint,"Applications S&M, Licensing", 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MHR International UK Ltd,2812.5,07/12/2020,30842284,Computing - Licences,STS HR, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MHR International UK Ltd,882.88,21/12/2020,30845181,Computing - Repair and Maint,"Applications S&M, Licensing", 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MHR International UK Ltd,6982.03,21/12/2020,30845179,Computing - Repair and Maint,"Applications S&M, Licensing", 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MHR International UK Ltd,9999.95,21/12/2020,30845178,Computing - Repair and Maint,"Applications S&M, Licensing", 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lets Let,1807,16/12/2020,92399883,Ex Gratia Payments,Benefits - DHP, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,2190,03/12/2020,30842834,Services - Fees and Charges,Engagement - Programming, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,1721.66,09/12/2020,92396617,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,KCOM Group,576.64,29/12/2020,30850671,Computing - Internet,Networks & Telephony, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Doughty Street Chambers,600,09/12/2020,30843236,Services - External Legal Fees,Children in Care - Service User Costs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Power Data Associates Ltd,5200,07/12/2020,30842073,TPP - Other,Highways Operations: HEAT, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Evolve Trust C/O The Beech Academy,700,15/12/2020,92399868,TPP - Payments to Local Authorities,ESFA Grant: Pupil Premium (LAC), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Gritit Limited,1710.48,21/12/2020,30846569,R&M - Departmental planned (external),Bottleyard, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Gritit Limited,550.8,09/12/2020,30846571,R&M - Departmental planned (external),Bottleyard, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fountaindale School,700,15/12/2020,92399840,TPP - Payments to Local Authorities,ESFA Grant: Pupil Premium (LAC), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shared Lives South West,991.2,04/12/2020,92394516,TPP - Adult placement schemes,Preparing for Adulthood - Physical Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shared Lives South West,1440,04/12/2020,92394516,TPP - Adult placement schemes,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shared Lives South West,1080,04/12/2020,92394516,TPP - Adult placement schemes,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shared Lives South West,1600,04/12/2020,92394516,TPP - Adult placement schemes,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shared Lives South West,1417.72,04/12/2020,92394516,TPP - Adult placement schemes,Preparing for Adulthood - Physical Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shared Lives South West,480,04/12/2020,92394516,TPP - Adult placement schemes,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shared Lives South West,335.4,04/12/2020,92394516,TPP - Adult placement schemes,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Timber Decay Treatment Ltd,795,09/12/2020,92385064,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,1292.76,09/12/2020,92396463,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Timber Decay Treatment Ltd,3495,21/12/2020,92395644,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,487.5,24/12/2020,92397776,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,425,22/12/2020,92397771,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,1033.33,24/12/2020,92397775,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,650,24/12/2020,92397761,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,570,09/12/2020,92385065,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,611.75,09/12/2020,92385066,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,1293.5,09/12/2020,92384933,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,520,09/12/2020,92384935,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S & P Builders Ltd,668,09/12/2020,92384937,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,113.8,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1152.18,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1602.63,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,616.4,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,796.57,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Safe Haven Accommodation Ltd,6578,24/12/2020,30849971,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Safe Haven Accommodation Ltd,10744.29,24/12/2020,30849981,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Ethical Fostering Service Limited,11204.78,24/12/2020,30847744,TPP - Placement Foster Care Agency,Independent Fostering Agencies, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2738.9,14/12/2020,92399309,TPP - Accommodation Based Support,COVID-19 - Emergency Response (Adult Social Care), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2738.9,31/12/2020,92410291,TPP - Accommodation Based Support,COVID-19 - Emergency Response (Adult Social Care), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,539,04/12/2020,92394532,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,525,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,525,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,525,04/12/2020,92394532,TPP - Accommodation Based Support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,180,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,1617,04/12/2020,92394532,TPP - Accommodation Based Support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2331.84,04/12/2020,92394532,TPP - Accommodation Based Support,MI North A - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2022.72,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Mental Health Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2022,04/12/2020,92394532,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2020.48,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,525,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Mental Health Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,507.64,04/12/2020,92394532,TPP - Accommodation Based Support,MI North A - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,539,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,3773,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,3773,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,1260,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,1554,04/12/2020,92394532,TPP - Accommodation Based Support,MI North A - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,1617,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Mental Health Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2021.6,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2022.72,04/12/2020,92394532,TPP - Accommodation Based Support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,1078,04/12/2020,92394532,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2156,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,2695,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,4043.2,31/12/2020,92409960,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,3773,31/12/2020,92409960,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,1260,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,577.6,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Chapters Support & Wellbeing,4043.2,04/12/2020,92394532,TPP - Accommodation Based Support,Preparing for Adulthood - Learning Disability Support, 
